의도 id,의도(한글),구분,출처,공부 발화
comm_collect_parent_responses,학부모 회신 모으기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 954534)
comm_collect_parent_responses,학부모 회신 모으기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 656838)
comm_collect_parent_responses,학부모 회신 모으기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 4255)
comm_collect_parent_responses,학부모 회신 모으기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 556044)
comm_collect_parent_responses,학부모 회신 모으기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 314498)
comm_collect_parent_responses,학부모 회신 모으기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 36441)
comm_collect_parent_responses,학부모 회신 모으기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 198060)
comm_collect_parent_responses,학부모 회신 모으기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 919795)
comm_collect_parent_responses,학부모 회신 모으기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 673148)
comm_collect_parent_responses,학부모 회신 모으기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 185188)
comm_collect_parent_responses,학부모 회신 모으기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 97981)
comm_collect_parent_responses,학부모 회신 모으기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 891479)
comm_collect_parent_responses,학부모 회신 모으기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 320963)
comm_collect_parent_responses,학부모 회신 모으기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 387657)
comm_collect_parent_responses,학부모 회신 모으기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 558049)
comm_collect_parent_responses,학부모 회신 모으기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 589502)
comm_collect_parent_responses,학부모 회신 모으기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 738190)
comm_collect_parent_responses,학부모 회신 모으기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 446422)
comm_collect_parent_responses,학부모 회신 모으기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 566129)
comm_collect_parent_responses,학부모 회신 모으기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 124445)
comm_collect_parent_responses,학부모 회신 모으기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 131922)
comm_collect_parent_responses,학부모 회신 모으기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 815574)
comm_collect_parent_responses,학부모 회신 모으기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 761835)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 170992)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 59330)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 262768)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 225666)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 500984)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 241672)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 372409)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 110379)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 251769)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 856768)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 226567)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 456474)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 961913)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 686281)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 661041)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 87930)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 541651)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 392908)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 613189)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 426971)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 792495)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 599459)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 539043)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 370389)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 368647)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 265265)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 656221)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 280057)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 313689)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 632692)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 844882)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 958985)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 619134)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 622653)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 146725)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 109025)
comm_draft_parent_notice,학급 알림장 쓰기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 576444)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 975509)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 52917)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 289898)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 699337)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 52938)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 383029)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 832622)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 830402)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 713292)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 697448)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 487815)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 576431)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 19650)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 530512)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 734553)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 967262)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 210798)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 998154)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 283724)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 212721)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 476873)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 479040)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 148430)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 782229)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 876057)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 665515)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 879246)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 397469)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 57239)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 299670)
comm_message_individual_parent,개별 학부모 메시지,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 929788)
comm_present_to_children,아이들에게 보여주기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 730786)
comm_present_to_children,아이들에게 보여주기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 40626)
comm_present_to_children,아이들에게 보여주기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 830874)
comm_present_to_children,아이들에게 보여주기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 111018)
comm_present_to_children,아이들에게 보여주기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 954369)
comm_present_to_children,아이들에게 보여주기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 641191)
comm_present_to_children,아이들에게 보여주기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 365303)
comm_present_to_children,아이들에게 보여주기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 919940)
comm_present_to_children,아이들에게 보여주기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 336572)
comm_present_to_children,아이들에게 보여주기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 476758)
comm_present_to_children,아이들에게 보여주기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 772325)
comm_present_to_children,아이들에게 보여주기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 550193)
comm_present_to_children,아이들에게 보여주기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 743018)
comm_present_to_children,아이들에게 보여주기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 748883)
comm_present_to_children,아이들에게 보여주기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 792841)
comm_present_to_children,아이들에게 보여주기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 974153)
comm_present_to_children,아이들에게 보여주기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 274697)
comm_present_to_children,아이들에게 보여주기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 570435)
comm_present_to_children,아이들에게 보여주기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 689745)
comm_present_to_children,아이들에게 보여주기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 848282)
comm_present_to_children,아이들에게 보여주기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 303770)
comm_present_to_children,아이들에게 보여주기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 426468)
comm_present_to_children,아이들에게 보여주기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 794879)
comm_present_to_children,아이들에게 보여주기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 171851)
comm_present_to_children,아이들에게 보여주기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 914322)
comm_present_to_children,아이들에게 보여주기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 483234)
comm_present_to_children,아이들에게 보여주기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 312341)
comm_present_to_children,아이들에게 보여주기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 255454)
comm_present_to_children,아이들에게 보여주기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 376366)
comm_present_to_children,아이들에게 보여주기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 586698)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 694727)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 347871)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 458079)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 3976)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 854250)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 89885)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 755119)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 941966)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 741790)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 361901)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 619859)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 24361)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 736140)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 570375)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 109816)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 770955)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 315042)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 386161)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 361067)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 48291)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 637010)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 292477)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 859020)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 753670)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 178693)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 777649)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 374946)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 737124)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 696916)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 555153)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 2716)
comm_request_consent,동의 요청 보내기,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 139525)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 584076)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 22254)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 877239)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 941015)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 354906)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 264037)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 884755)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 269979)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 138141)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 7670)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 498448)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 568214)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 188056)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 903461)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 818947)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 319979)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 320018)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 30948)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 381105)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 139755)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 66597)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 213169)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 4838)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 6978)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 610402)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 99225)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 572539)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 720095)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 586489)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 379024)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 382562)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 32981)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 815591)
comm_schedule_send,발송 예약,TRAIN,FOUNDRY_SYNTHETIC,이거 좀 해줄 수 있어? (변형 458525)
